N;P;K;temperature;humidity;ph;rainfall;label
102;14;52;2.679.489.868;8.964.815.231;651.075.991;5.774.091.817;watermelon
109;21;55;249.004.602;8.973.524.177;6.770.278.088;5.744.942.094;watermelon
81;18;50;2.680.750.629;8.822.874.955;6.429.788.073;5.879.889.057;watermelon
103;17;51;2.511.189.154;8.002.621.335;6.209.888.345;4.420.656.987;watermelon
105;14;50;262.148.837;876.883.982;6.419.052.193;5.965.590.798;watermelon
97;8;52;249.103.226;8.697.190.046;6.237.861.736;4.948.575.692;watermelon
120;19;49;2.579.448.878;8.426.830.701;6.762.471.629;5.645.229.202;watermelon
95;16;55;2.526.931.156;8.755.055.105;6.612.847.999;4.012.650.421;watermelon
83;29;52;2.576.402.693;875.931.128;6.704.688.865;4.605.122.728;watermelon
83;9;45;2.585.483.596;8.913.163.965;6.049.609.892;4.685.176.955;watermelon
91;21;50;2.433.528.185;8.144.030.363;6.762.030.215;4.832.113.628;watermelon
116;5;54;2.537.601.283;8.099.313.508;665.398.725;5.723.028.471;watermelon
112;28;54;2.486.094.646;8.505.318.563;6.738.030.547;5.529.563.514;watermelon
88;29;51;2.471.885.473;8.894.568.335;6.095.689.937;4.845.978.627;watermelon
118;15;45;2.421.495.706;8.420.576.992;6.538.006.356;4.801.138.482;watermelon
92;21;48;2.581.692.236;82.043.255;6.377.427.122;5.482.963.379;watermelon
106;14;45;2.447.018.505;8.416.390.229;6.417.011.754;5.726.773.002;watermelon
99;5;47;2.413.078.816;8.484.494.575;6.649.086.972;5.119.470.197;watermelon
98;8;51;261.793.464;8.652.258.079;625.933.595;4.943.050.977;watermelon
108;22;46;2.617.668.721;867.295.205;6.121.168.559;5.333.484.977;watermelon
119;7;55;2.603.867.719;846.378.378;6.031.424.482;443.993.381;watermelon
117;27;48;2.653.259.325;8.239.053.979;6.835.268.184;5.430.660.782;watermelon
109;10;53;2.681.938.687;878.274.604;6.551.750.306;4.606.193.778;watermelon
80;16;46;2.550.405.534;8.140.297.428;6.940.236.218;4.847.833.278;watermelon
100;18;52;2.620.234.499;8.038.266.489;687.606.733;5.647.941.847;watermelon
91;7;53;2.513.735.887;8.928.272.716;6.457.216.535;4.352.897.517;watermelon
86;6;53;2.592.030.221;8.347.202.566;6.921.847.888;4.210.681.516;watermelon
107;5;52;266.634.609;8.998.405.233;6.881.425.746;5.740.847.165;watermelon
103;16;49;2.406.731.461;8.164.075.303;6.915.717.008;5.175.212.401;watermelon
101;20;48;246.774.157;8.275.411.437;6.206.247.494;5.705.709.413;watermelon
85;25;47;2.611.440.416;8.764.081.095;629.542.477;5.848.160.844;watermelon
84;7;51;2.681.530.456;8.765.694.462;6.399.669.044;5.574.073.582;watermelon
102;28;54;2.515.623.099;8.027.525.115;6.862.157.042;5.549.541.453;watermelon
98;25;52;252.801.372;8.315.393.658;6.224.066.378;4.929.456.609;watermelon
97;25;50;2.622.005.978;8.090.127.035;6.093.814.669;4.908.553.937;watermelon
90;16;45;2.492.093.261;8.061.750.795;6.291.540.278;5.055.710.813;watermelon
95;12;46;2.621.667.586;8.101.009.354;632.281.728;5.465.423.596;watermelon
82;23;49;2.681.383.586;8.721.986.949;6.873.283.991;5.170.497.792;watermelon
82;25;51;2.431.334.971;8.747.409.052;6.074.209.622;4.811.248.366;watermelon
110;28;46;2.429.105.004;8.804.541.346;649.889.585;5.126.046.418;watermelon
118;21;51;2.442.998.931;8.633.904.774;6.678.805.092;4.858.241.822;watermelon
120;20;45;2.566.576.039;886.984.228;6.114.128.685;5.422.722.466;watermelon
91;7;52;2.507.803.672;8.346.230.461;6.405.054.243;5.639.962.921;watermelon
81;6;55;2.488.910.524;8.587.059.083;6.110.142.735;5.170.699.144;watermelon
101;13;54;2.542.900.869;8.291.481.799;6.828.982.708;5.634.144.589;watermelon
101;17;55;2.437.118.217;871.269.128;6.451.499.764;4.463.907.691;watermelon
111;6;53;264.930.645;8.859.143.088;6.313.512.999;4.606.382.209;watermelon
107;10;49;2.583.202.912;8.900.481.725;6.755.192.025;4.524.690.619;watermelon
115;11;46;2.441.592.661;8.939.655.519;6.623.167.177;4.032.161.859;watermelon
84;25;52;2.437.190.239;812.514.818;612.532.356;4.420.899.581;watermelon
120;7;47;2.424.782.473;8.303.687.902;6.653.867.608;547.657.624;watermelon
91;12;46;2.464.458.469;8.549.938.185;6.343.942.518;4.831.219.031;watermelon
89;22;52;2.489.681.131;8.610.782.926;6.217.300.786;5.314.626.213;watermelon
113;19;46;2.541.864.024;8.112.122.989;6.286.387.658;4.952.320.689;watermelon
97;22;50;2.626.028.739;8.614.585.891;67.698.938;5.897.878.791;watermelon
117;30;50;2.490.123.934;8.720.772.913;6.744.966.312;4.659.207.341;watermelon
90;14;52;2.484.740.848;8.920.454.622;6.391.858.432;5.967.927.244;watermelon
104;23;47;2.698.212.846;8.670.068.316;6.770.434.148;4.291.292.205;watermelon
81;16;45;2.690.435.747;8.625.426.228;6.727.468.157;5.975.980.023;watermelon
88;5;47;2.586.475.496;8.667.468.041;6.662.244.646;4.116.554.802;watermelon
92;7;45;2.670.607.759;8.114.149.505;6.944.640.222;5.151.033.554;watermelon
81;18;50;2.644.019.475;8.091.934.337;6.507.110.986;4.781.847.573;watermelon
111;5;55;26.283.443;8.442.478.917;6.520.663.422;5.078.669.728;watermelon
108;23;51;2.684.366.082;8.385.039.964;6.106.500.787;40.228.644;watermelon
113;30;50;2.603.967.219;839.862.443;6.277.484.043;4.387.712.348;watermelon
83;10;53;2.492.994.759;8.500.802.358;6.195.142.279;4.875.859.458;watermelon
101;11;51;2.550.736.962;8.424.340.241;6.792.035.575;442.068.997;watermelon
114;21;55;254.438.391;879.392.312;6.472.756.256;5.751.549.686;watermelon
99;6;45;2.612.588.914;865.507.939;6.000.975.617;4.071.210.074;watermelon
92;20;55;2.510.474.753;875.267.616;6.587.791.262;5.926.519.444;watermelon
92;7;48;2.627.520.631;8.663.249.555;6.956.508.826;5.438.748.495;watermelon
91;24;55;2.627.061.608;8.309.194.521;6.259.086.583;4.676.837.499;watermelon
110;21;54;2.673.690.828;8.782.430.156;6.747.537.642;4.746.447.019;watermelon
112;25;51;2.504.746.944;855.667.282;6.932.537.231;5.672.496.677;watermelon
89;25;54;2.469.368.934;8.556.967.628;6.353.107.393;4.899.390.828;watermelon
100;10;53;2.454.356.968;8.460.808.277;6.211.748.957;4.200.660.251;watermelon
83;22;54;2.589.762.315;8.196.664.832;6.277.245.254;5.449.960.057;watermelon
95;14;50;266.333.118;8.431.756.844;6.560.443.519;5.631.866.159;watermelon
119;30;49;2.535.794.749;8.045.846.265;6.903.020.221;4.772.078.245;watermelon
97;12;47;2.528.784.623;8.963.667.876;6.765.094.964;5.828.697.664;watermelon
110;7;45;2.663.838.589;8.469.546.874;6.189.213.927;4.832.428.609;watermelon
96;18;50;253.310.446;8.430.533.791;6.904.241.707;4.153.218.699;watermelon
83;23;55;2.689.750.174;8.389.241.484;6.463.271.076;4.397.193.745;watermelon
120;24;47;2.698.603.693;894.138.489;6.260.838.965;5.854.876.687;watermelon
24;128;196;2.275.088.787;9.069.489.172;5.521.466.996;1.104.317.855;apple
7;144;197;238.494.014;9.434.814.995;6.133.220.586;1.140.512.495;apple
14;128;205;2.260.800.988;9.458.900.601;6.226.289.556;1.160.396.587;apple
8;120;201;2.118.667.419;9.113.435.689;6.321.152.192;122.233.323;apple
20;129;201;2.341.044.706;9.169.913.296;5.587.905.967;1.160.777.931;apple
32;137;204;2.286.006.627;9.312.859.895;5.824.151.693;1.177.296.726;apple
27;139;205;2.248.403.042;9.340.819.246;5.772.179.946;1.055.473.627;apple
0;123;205;2.202.775.403;9.296.129.462;5.790.993.052;1.211.349.176;apple
22;144;196;2.191.191.314;9.168.748.063;6.499.226.821;1.170.761.277;apple
1;124;199;2.371.059.131;9.327.392.415;5.658.473.817;1.126.676.589;apple
30;122;197;2.137.784.654;9.272.043.743;5.573.241.391;1.061.417.017;apple
29;121;196;2.284.852.833;9.432.130.209;6.079.497.202;1.235.977.843;apple
13;126;204;231.094.265;9.279.630.809;6.383.180.271;108.183.792;apple
9;139;199;2.325.230.817;9.454.128.292;5.867.420.996;1.053.558.408;apple
0;133;200;2.367.287.749;904.935.574;5.708.418.722;1.042.298.028;apple
30;143;199;2.376.881.552;9.059.810.302;57.983.508;1.022.648.546;apple
36;140;198;2.334.386.401;9.147.684.705;628.188.384;1.044.267.991;apple
37;137;199;2.263.946.441;9.018.451.645;5.697.945.522;1.083.405.879;apple
33;121;203;2.245.696.744;9.476.285.385;5.605.934.087;1.148.407.725;apple
7;144;195;2.296.388.477;9.358.065.995;585.648.105;1.046.472.986;apple
35;128;205;2.107.273.439;9.356.585.985;6.041.053.829;1.078.737.015;apple
29;128;198;2.244.075.021;9.270.785.115;5.685.062.404;1.214.977.331;apple
2;143;196;2.271.271.308;9.045.261.746;5.669.489.065;1.098.852.597;apple
34;140;198;2.170.416.965;9.344.006.288;5.751.707.342;1.151.781.396;apple
29;144;204;2.243.324.518;9.248.667.725;5.800.448.951;1.191.025.189;apple
32;141;203;2.125.941.052;9.284.416.234;5.821.347.769;1.090.658.471;apple
13;144;197;229.215.706;9.489.613.443;628.022.267;1.056.941.544;apple
25;143;198;2.281.212.536;9.151.861.705;6.027.314.401;107.855.225;apple
9;137;200;2.112.152.071;906.878.768;5.636.687.393;1.028.017.203;apple
6;144;198;2.111.478.672;9.031.528.693;5.559.363.609;1.045.086.618;apple
37;126;196;2.359.997.268;9.097.597.665;5.596.449.493;1.071.728.191;apple
2;120;203;2.312.652.652;9.471.203.306;5.893.492.999;1.086.211.833;apple
11;143;197;2.298.458.907;933.204.487;5.875.718.516;1.221.952.483;apple
10;141;201;2.212.659.387;9.097.818.277;6.386.021.424;1.045.412.275;apple
24;142;202;2.253.779.727;9.148.135.786;5.710.819.862;1.018.474.768;apple
23;138;195;2.249.095.104;9.170.292.746;5.795.985.716;1.243.915.101;apple
18;125;204;2.235.548.159;9.447.811.755;6.046.673.619;1.167.366.261;apple
13;121;196;2.220.700.989;9.350.574.163;6.443.382.913;1.201.593.771;apple
26;122;202;2.244.516.988;9.473.763.514;5.617.227.184;1.071.843.273;apple
28;123;202;2.276.643.029;9.212.438.519;6.442.289.294;1.204.359.949;apple
26;121;201;2.219.109.412;9.002.575.116;6.162.034.371;1.123.126.628;apple
21;137;196;236.119.202;9.170.293.849;5.812.781.806;1.235.900.822;apple
21;135;198;2.386.087.054;9.492.048.112;5.765.015.126;1.050.241.329;apple
5;144;205;2.142.177.231;9.262.665.309;6.184.922.574;1.028.045.658;apple
2;123;205;2.236.629.253;9.078.572.467;5.739.652.177;1.249.831.618;apple
15;133;199;2.399.686.172;9.161.001.707;5.824.778.636;1.176.102.915;apple
31;130;198;2.180.129.837;9.273.446.667;5.554.823.557;1.200.586.671;apple
25;143;200;2.380.436.344;9.280.441.624;6.024.248.787;1.006.192.543;apple
16;143;204;2.371.475.278;9.153.331.177;5.631.333.387;1.218.961.665;apple
19;122;202;2.334.467.359;9.037.981.478;5.811.975.094;1.128.954.016;apple
10;125;196;2.231.253.665;9.003.577.124;5.730.557.448;1.130.688.155;apple
20;139;202;2.350.201.428;9.221.083.961;566.999.105;1.079.868.949;apple
28;123;198;2.346.260.321;9.145.665.004;5.682.751.473;1.117.763.395;apple
28;136;200;2.306.204.373;9.239.544.055;6.245.858.905;1.147.399.101;apple
2;131;199;2.247.420.512;9.122.759.742;6.017.370.134;1.242.179.699;apple
2;140;197;2.269.780.133;9.282.223.419;553.456.749;1.050.508.234;apple
27;138;201;2.366.682.067;9.390.191.078;5.952.367.662;1.054.004.751;apple
30;127;204;2.250.050.273;9.245.878.335;6.126.436.584;1.009.343.903;apple
32;145;203;2.383.053.666;9.084.422.164;6.406.818.518;1.095.966.791;apple
29;139;205;2.364.142.354;9.374.461.474;6.155.939.453;1.166.912.176;apple
26;126;195;2.141.363.812;9.299.124.545;5.878.568.981;1.183.979.065;apple
40;136;202;2.285.267.372;945.764.581;5.935.336.308;1.175.314.026;apple
6;124;200;2.298.208.095;9.384.505.029;5.971.332.179;1.095.852.253;apple
35;138;200;2.119.909.519;9.080.819.418;567.130.617;1.036.838.922;apple
17;136;196;2.387.192.332;9.049.939.035;5.882.155.988;1.030.548.094;apple
33;134;205;210.365.275;9.433.919.546;608.551.916;1.147.412.734;apple
16;143;197;2.261.711.614;9.351.978.375;590.402.645;1.169.256.766;apple
27;120;200;2.145.278.675;9.074.531.921;6.110.218.826;1.167.036.582;apple
29;145;205;2.281.227.579;9.212.992.101;6.212.302.608;1.093.383.552;apple
3;141;197;2.198.141.856;9.112.719.303;6.142.803.397;1.154.789.148;apple
15;123;204;2.252.709.326;9.254.780.429;6.365.972.688;1.153.830.068;apple
5;136;195;2.235.628.673;9.192.360.477;6.264.202.804;1.077.697.413;apple
10;136;204;2.119.852.186;9.215.595.143;6.276.198.595;1.058.554.351;apple
7;141;195;238.812.458;9.345.067.555;5.514.253.142;1.049.116.663;apple
2;129;201;2.278.234.161;9.436.803.516;5.682.343.744;1.221.449.949;apple
29;138;197;2.219.055.385;9.243.764.169;5.830.892.252;1.216.622.761;apple
30;137;200;2.291.430.043;9.070.475.565;5.603.413.172;1.186.044.645;apple
29;132;204;2.308.950.736;9.022.507.299;60.967.531;1.082.166.601;apple
14;139;197;2.172.484.506;9.283.975.602;6.056.529.526;1.216.961.761;apple
18;125;203;2.244.307.715;9.159.234.006;6.160.267.496;1.025.565.807;apple
33;143;204;211.316.077;9.195.769.858;5.814.434.775;1.225.391.946;apple
40;144;196;2.271.750.705;9.225.479.855;5.987.262.638;1.070.289.866;apple
9;143;197;2.375.033.085;9.288.160.462;5.570.020.684;1.176.602.827;apple
38;135;203;2.376.121.837;93.661.643;5.965.551.311;100.825.956;apple
28;130;196;2.213.450.646;9.467.695.747;6.062.356.467;1.129.203.223;apple
35;142;203;2.117.089.176;9.023.730.166;5.895.319.002;1.236.495.149;apple
12;129;205;2.236.238.282;9.115.761.594;6.119.432.215;1.186.832.725;apple
1;135;203;2.277.856.513;9.270.124.029;5.624.203.283;1.137.759.219;apple
0;145;205;2.122.503.442;9.009.877.774;552.078.314;1.139.760.462;apple
31;121;201;2.315.791.104;9.034.396.882;5.731.535.258;110.712.841;apple
35;131;203;2.242.776.057;9.391.722.423;5.893.490.899;1.027.230.739;apple
29;140;195;2.364.082.979;9.095.257.927;5.560.521.058;1.167.431.319;apple
33;138;198;2.229.423.493;9.069.033.986;6.222.390.798;1.227.418.744;apple
14;140;197;2.335.225.078;9.090.054.697;6.071.255.131;1.130.381.382;apple
35;145;195;2.203.911.546;9.458.075.845;6.231.950.009;1.109.804.014;apple
40;120;197;2.380.593.812;9.248.879.468;5.889.480.679;1.196.335.548;apple
25;132;198;2.231.944.084;9.085.174.383;5.732.757.516;1.001.173.443;apple
31;137;196;2.214.464.104;9.382.567.435;6.400.321.212;1.206.310.784;apple
36;144;196;2.365.167.552;9.450.528.753;6.496.934.492;1.153.611.268;apple
10;140;197;2.216.939.473;9.027.185.592;6.229.498.836;1.244.683.112;apple
22;30;12;1.578.144.173;9.251.077.745;6.354.006.744;119.035.002;orange
37;6;13;2.603.097.313;9.150.819.306;7.511.755.068;1.012.847.738;orange
27;13;6;1.336.050.601;9.135.608.208;7.335.158.382;1.112.266.885;orange
7;16;9;1.887.957.654;9.204.304.496;7.813.916.603;1.146.659.511;orange
20;7;9;2.947.741.671;9.157.802.915;7.129.136.941;1.111.727.497;orange
26;27;10;2.806.903.173;9.291.487.288;6.079.998.496;1.141.339.416;orange
5;23;15;2.566.901.098;9.204.670.813;7.408.939.392;1.125.424.199;orange
0;18;14;2.977.149.434;9.200.719.952;7.207.991.261;1.144.161.786;orange
39;24;14;3.055.472.573;9.090.343.769;7.189.259.647;1.060.711.985;orange
13;23;6;2.396.147.583;9.026.408.017;7.365.338.111;1.026.958.703;orange
21;17;15;2.398.289.638;915.473.145;7.455.991.072;1.184.901.697;orange
33;12;8;2.526.052.689;9.031.153.735;6.822.282.114;1.173.695.296;orange
6;9;12;3.108.368.929;9.014.362.642;7.028.746.406;1.096.894.658;orange
19;7;10;1.478.003.032;9.122.062.116;6.118.430.299;1.001.961.762;orange
24;18;6;2.656.608.303;9.445.239.715;6.285.312.759;1.163.796.525;orange
9;11;8;2.485.903.405;9.439.000.473;6.559.236.744;1.117.803.734;orange
31;8;7;3.451.465.139;9.363.812.684;7.163.245.982;1.035.684.926;orange
22;17;5;2.412.188.673;9.072.351.622;6.945.562.889;102.835.632;orange
13;5;8;2.385.340.379;9.010.522.549;7.474.710.503;103.923.226;orange
16;8;9;2.460.297.538;9.128.408.653;7.601.189.843;1.112.948.115;orange
4;13;6;1.563.211.033;9.425.966.183;7.561.143.224;1.014.705.704;orange
0;25;14;1.933.516.809;9.197.978.938;6.361.671.475;116.450.422;orange
8;7;10;282.620.488;9.198.317.355;6.929.216.014;1.052.132.259;orange
4;23;5;2.267.594.476;9.336.348.717;7.477.935.216;1.103.332.655;orange
33;14;8;2.103.200.078;929.641.969;7.684.420.446;1.106.823.944;orange
30;7;15;3.323.453.301;9.106.053.924;7.825.531.916;1.157.659.902;orange
21;29;12;2.230.318.989;9.215.987.039;6.438.668.989;1.173.688.104;orange
11;14;5;1.150.322.938;948.933.184;6.946.354.724;1.155.683.776;orange
9;8;15;1.434.320.488;9.435.734.702;7.994.465.371;1.102.223.123;orange
5;18;14;331.056.981;9.348.447.453;7.434.118.807;1.191.709.113;orange
29;25;14;3.049.183.837;904.582.865;7.781.988.584;1.133.302.105;orange
33;12;15;3.025.578.031;9.203.272.799;6.052.318.465;1.167.173.125;orange
8;16;6;1.222.816.189;9.026.457.428;7.106.650.373;1.084.161.706;orange
15;14;8;1.001.081.312;9.022.399.223;622.094.286;1.193.941.064;orange
16;7;8;2.279.196.751;9.060.901.895;6.420.457.311;1.165.084.074;orange
0;12;7;2.018.432.263;9.065.458.473;6.969.249.676;1.168.130.969;orange
5;25;6;3.072.119.881;9.401.331.956;6.011.302.181;1.068.118.019;orange
6;8;11;2.435.590.861;9.239.651.663;6.600.948.788;1.196.946.577;orange
10;5;5;2.121.306.973;9.135.349.216;7.817.846.496;1.129.834.361;orange
1;17;6;1.078.689.755;9.138.411.917;68.198.271;1.175.293.447;orange
1;30;10;1.189.925.671;9.134.663.797;7.291.405.641;1.035.771.468;orange
0;23;15;2.256.664.172;9.337.488.907;7.598.729.065;1.098.585.753;orange
24;27;9;1.886.883.219;9.324.688.124;6.157.135.092;1.193.936.976;orange
36;11;13;1.734.083.741;9.304.897.191;71.917.274;1.127.194.284;orange
40;21;8;3.490.665.289;9.287.820.148;7.418.761.774;1.021.906.333;orange
40;22;6;2.453.610.067;9.190.997.228;6.488.221.135;1.159.787.989;orange
32;18;13;138.377.282;9.174.780.462;6.044.167.236;1.079.873.218;orange
9;10;10;223.551.049;9.352.211.892;6.010.391.864;1.015.164.589;orange
13;16;8;3.474.004.942;9.312.316.972;6.949.838.549;1.001.967.854;orange
15;9;11;1.154.785.707;9.414.861.001;7.907.956.251;1.088.289.171;orange
29;11;5;2.313.338.811;9.194.670.335;7.639.788.459;1.044.224.145;orange
1;15;9;2.998.364.695;9.455.239.717;753.350.946;1.153.560.318;orange
18;5;11;2.087.947.369;9.093.756.231;6.251.586.885;1.024.550.786;orange
14;22;9;1.724.944.623;9.113.772.765;6.543.191.814;1.125.090.516;orange
33;15;7;1.583.388.699;9.168.293.851;7.651.225.301;1.097.571.416;orange
4;6;7;2.301.014.302;9.111.764.246;6.708.889.665;1.126.738.296;orange
17;16;14;1.639.624.284;9.218.151.927;6.625.538.653;102.944.161;orange
12;20;10;2.445.132.792;9.310.527.686;6.528.354.932;1.094.711.098;orange
34;29;8;3.187.859.192;9.115.248.149;6.450.640.306;1.053.437.825;orange
39;28;10;3.134.920.143;9.148.247.612;7.181.907.673;1.091.549.823;orange
31;25;12;1.805.142.392;9.003.969.587;7.016.482.298;1.117.793.889;orange
12;6;8;3.084.835.031;9.286.773.675;6.388.617.138;1.074.142.681;orange
12;29;13;2.245.616.931;9.152.781.832;757.125.447;1.180.069.295;orange
26;11;11;1.370.319.166;9.095.589.386;7.609.348.255;1.062.944.879;orange
19;24;15;2.048.954.522;9.372.485.075;7.137.136.973;1.118.391.951;orange
39;21;9;1.320.844.373;9.402.769.434;6.354.022.554;1.062.696.156;orange
16;29;13;3.231.944.397;9.367.804.556;6.196.907.944;1.176.236.473;orange
36;29;13;2.068.185.224;9.091.510.525;7.829.507.245;1.097.513.927;orange
37;23;12;3.152.675.982;9.050.621.806;6.395.258.356;1.131.169.398;orange
39;9;15;2.535.467.646;9.181.183.218;7.992.041.984;1.167.555.937;orange
31;5;14;1.766.545.409;9.169.865.887;6.583.411.671;1.106.857.506;orange
18;12;8;1.259.093.977;9.181.668.769;6.206.053.072;1.193.916.718;orange
20;20;10;1.186.631.922;9.368.394.562;6.976.997.772;106.060.149;orange
5;8;5;1.103.367.937;9.222.706.805;6.562.594.972;1.127.715.925;orange
20;8;12;252.990.432;9.496.419.851;7.260.416.405;1.179.733.424;orange
25;21;11;3.223.797.837;9.015.406.807;6.460.044.778;1.047.052.254;orange
14;19;14;1.768.408.797;9.435.815.354;6.699.164.936;1.080.638.166;orange
37;18;12;102.708.877;9.019.147.747;7.401.121.811;1.066.955.204;orange
26;15;6;1.722.034.507;9.478.797.376;6.912.033.409;1.080.054.343;orange
13;22;5;19.667.056;9.050.096.668;7.764.040.111;1.001.737.964;orange
32;25;9;1.035.609.594;9.375.652.041;7.796.034.006;1.011.456.947;orange
19;7;9;27.255.435;9.171.369.387;6.969.883.483;101.139.435;orange
28;7;9;345.917.846;9.213.229.786;6.730.757.538;1.155.650.287;orange
24;30;11;3.239.523.995;9.451.768.464;6.601.395.755;11.325.373;orange
7;17;10;1.016.431.299;9.122.320.999;6.465.913.274;106.362.551;orange
18;23;8;2.149.118.657;9.343.949.693;641.354.791;1.014.819.888;orange
7;20;12;1.653.460.397;9.476.759.975;6.475.275.337;1.100.447.896;orange
20;23;11;318.520.694;9.012.220.323;6.407.715.561;1.099.455.062;orange
18;14;11;2.804.799.508;9.000.621.688;6.550.814.117;1.171.311.498;orange
34;11;10;3.175.048.899;9.459.551.226;736.220.835;1.151.989.301;orange
20;29;10;2.907.412.717;9.327.189.064;736.549.204;1.007.896.871;orange
37;24;13;1.914.381.903;9.071.037.456;78.546.243;1.080.230.792;orange
12;8;10;1.614.820.285;914.448.027;7.995.848.977;1.074.287.664;orange
34;10;14;3.405.296.914;9.205.811.721;6.725.600.855;1.168.020.848;orange
6;13;9;3.451.423.957;9.056.151.463;7.786.725.333;1.183.271.968;orange
27;30;5;3.271.748.548;9.054.608.254;7.656.978.112;113.328.978;orange
13;8;12;2.516.296.632;9.254.736.032;7.105.904.818;1.143.117.197;orange
6;7;7;2.768.167.318;9.447.316.879;7.199.106.204;1.139.995.146;orange
40;17;15;2.135.093.384;909.492.967;7.871.063.004;1.070.862.095;orange
31;26;9;1.169.894.639;9.325.638.873;7.566.165.721;1.032.005.992;orange
133;47;24;2.440.228.894;7.919.732.001;7.231.324.765;908.022.356;cotton
136;36;20;2.309.595.631;8.486.275.707;6.925.412.377;7.129.581.071;cotton
104;47;18;239.656.349;7.697.696.717;7.633.437.412;9.075.616.738;cotton
133;47;23;2.488.738.107;7.562.137.159;6.827.354.668;8.976.050.416;cotton
126;38;23;2.536.243.778;8.363.276.077;6.176.716.425;8.843.618.918;cotton
126;50;19;2.469.457.084;817.358.876;6.628.722.836;7.858.494.391;cotton
113;41;20;250.017.188;8.053.965.818;7.256.877.571;9.632.600.992;cotton
121;45;22;2.245.942.937;8.130.681.027;6.443.785.385;6.423.026.638;cotton
121;47;16;2.360.564.038;7.929.573.149;7.723.240.151;7.249.800.885;cotton
129;60;22;2.458.453.146;7.912.404.171;5.947.448.589;7.194.608.134;cotton
107;45;25;230.865.933;8.355.546.146;7.227.745.516;7.184.080.724;cotton
122;59;18;235.000.992;8.363.488.952;6.219.469.084;7.981.328.183;cotton
140;38;15;241.472.953;7.588.298.598;6.021.439.523;6.991.563.467;cotton
102;49;21;2.469.315.538;8.484.422.454;6.253.343.655;89.799.462;cotton
111;40;25;24.484.692;8.444.932.014;6.187.455.799;9.094.342.484;cotton
131;35;18;2.449.112.609;8.224.415.809;7.057.693.366;6.402.949.379;cotton
135;43;16;2.347.986.888;8.173.049.149;6.720.449.769;8.676.287.924;cotton
100;46;18;2.418.586.246;7.604.203.958;6.431.689.506;6.908.056.728;cotton
123;39;24;2.500.755.095;7.817.952.126;7.453.106.264;8.606.411.872;cotton
117;56;15;2.599.237.426;770.543.546;7.368.258.226;891.188.212;cotton
121;36;24;2.366.457.347;8.169.105.088;7.352.401.887;9.936.898.373;cotton
101;58;18;2.566.891.439;8.138.103.349;6.652.143.699;7.859.595.817;cotton
107;42;24;2.204.612.876;8.462.978.302;6.144.631.795;8.600.758.678;cotton
100;41;22;224.204.752;8.455.794.703;7.318.802.162;9.346.595.573;cotton
125;39;21;2.503.149.561;8.221.276.599;7.954.629.324;950.191.318;cotton
105;60;23;2.353.371.386;7.721.705.554;6.207.652.157;8.754.004.943;cotton
102;46;19;2.277.076.388;825.993.307;6.631.005.298;8.149.543.437;cotton
131;49;22;2.549.848.236;799.751.579;7.306.918.817;6.705.961.949;cotton
139;35;15;25.248.679;834.630.147;5.898.293.044;8.655.517.751;cotton
108;36;19;2.278.249.615;7.751.235.009;7.238.566.893;6.461.444.234;cotton
118;45;23;2.337.044.424;7.743.198.948;7.977.651.226;7.167.870.701;cotton
107;51;22;2.486.560.781;7.822.080.815;5.983.075.895;7.956.866.268;cotton
125;60;17;2.414.386.157;8.451.591.287;6.785.723.961;8.036.146.974;cotton
113;37;20;2.503.300.222;7.904.368.718;7.393.441.155;9.710.087.029;cotton
131;52;16;2.365.724.079;8.447.601.498;6.486.068.274;8.854.479.121;cotton
115;48;16;2.554.359.718;8.409.229.796;7.175.934.962;8.894.245.493;cotton
113;38;25;2.200.085.141;7.947.270.984;7.388.265.888;9.042.224.164;cotton
111;41;18;2.364.328.417;781.258.666;610.539.819;8.096.157.332;cotton
111;53;19;2.396.436.009;7.802.763.149;6.419.536.555;8.463.148.859;cotton
122;48;16;2.465.425.757;756.350.708;6.307.585.854;6.182.980.133;cotton
108;46;17;243.017.998;8.487.668.973;693.221.485;650.247.867;cotton
132;41;22;2.429.144.926;8.102.453.404;7.810.865.753;9.041.694.635;cotton
103;42;17;2.429.470.232;8.461.527.627;6.527.541.661;8.105.902.285;cotton
133;50;25;2.572.180.042;8.119.666.206;7.569.454.601;9.993.100.821;cotton
127;37;18;2.487.663.664;7.630.050.373;7.041.065.585;919.223.468;cotton
110;39;25;2.260.612.115;7.734.264.002;7.208.795.456;7.513.617.229;cotton
131;38;19;2.386.814.008;7.568.339.729;6.814.341.946;904.547.185;cotton
108;38;24;2.341.022.496;7.643.836.957;7.442.217.061;7.882.199.603;cotton
122;40;17;2.496.440.768;8.131.677.618;6.854.558.957;8.003.995.829;cotton
111;50;15;2.516.820.129;8.030.351.815;7.884.550.475;8.462.419.032;cotton
140;40;17;2.272.767.171;7.707.598.065;6.006.085.786;7.755.176.318;cotton
100;40;20;2.245.145.981;7.625.674.874;7.432.043.735;8.684.998.693;cotton
123;50;16;2.304.920.461;7.553.835.214;6.498.052.108;7.065.644.296;cotton
107;36;21;2.529.250.148;7.566.653.335;6.205.263.534;6.264.174.227;cotton
118;50;19;2.295.604.064;8.233.733.678;6.360.812.227;6.648.339.303;cotton
103;51;20;2.280.213.132;8.414.668.447;7.046.607.434;916.389.565;cotton
133;57;19;2.354.234.715;7.598.203.329;7.947.011.366;8.412.536.744;cotton
